hospital,admissions,avg_billing
Ltd Wells,4,19358.66
LLC Matthews,4,36131.91
Lozano Ltd,4,28184.97
Hernandez-Miller,4,34020.24
Nelson LLC,4,9729.48
Burns LLC,4,25660.61
Hudson LLC,4,14928.78
LLC Long,4,23907.67
Stone PLC,4,21118.78
Skinner Ltd,4,29397.18
Martin-Jones,4,25490.97
and Nguyen Sons,4,27796.08
Berry Ltd,4,9481.74
Group Wagner,4,36503.59
Pollard Ltd,4,25897.93
LLC Ortiz,4,20934.1
LLC Montoya,4,33358.4
Ltd Wheeler,4,18788.46
Sawyer Inc,4,22584.49
Ltd Grant,4,24891.52
Williams-Peterson,4,18889.17
Ltd Rivas,4,23808.04
Shaw Sons and,4,41921.38
Curry Sons and,4,25785.84
Perez LLC,4,27947.77
Ramirez LLC,4,19665.39
Ltd Byrd,4,33649.73
Olson Inc,4,22833.71
Ltd Larson,4,22708.04
and Reynolds Sons,4,16331.36
Ltd Patel,4,37004.27
George PLC,4,26980.74
Chung PLC,4,32868.95
Perez PLC,4,27552.45
Jones-Smith,4,18287.08
Goodwin Group,4,24629.87
PLC Rhodes,4,22104.72
and Gonzalez Sons,4,32351.48
Inc Vasquez,4,35981.75
Foster Ltd,4,32740.04
and Sanders Sons,4,18928.72
Ltd Morgan,4,13365.1
Cooper Inc,4,23010.96
Ltd Cruz,4,34807.6
Ramos LLC,4,27299.13
Sanchez-Johnson,4,25122.77
Ltd Delgado,4,31629.95
Ltd Richardson,4,23643.72
Jackson-Williams,4,36851.6
PLC Mitchell,4,29590.32
Sandoval PLC,4,17919.14
Ltd Evans,4,25995.84
Sons Sanchez and,4,25152.82
Owens Group,4,34430.04
and Sons Sanders,4,22192.07
Sons Hawkins and,4,37994.25
Group Medina,4,27570.27
PLC Alexander,4,25589.53
Johnson-Lawson,4,24045.56
LLC Carpenter,4,15699.19
Rodriguez-Johnson,4,30684.75
Group Sanchez,4,23514.12
and Dominguez Sons,4,14924.81
LLC Mckenzie,4,13337.79
Carter LLC,4,18465.1
Owens Inc,4,24077.0
Chavez PLC,4,12949.11
Group Ortega,4,30272.01
Ltd Higgins,4,16740.94
Morris Group,4,22546.74
Ltd Hughes,4,16720.26
Watkins LLC,4,23617.08
Sons Ramsey and,4,22520.36
Inc Juarez,4,11264.73
Reynolds PLC,4,18707.64
Inc Acosta,4,22702.04
Inc Diaz,4,12330.63
Ltd Roberts,4,13728.41
LLC Reed,4,35238.48
LLC Moon,4,24786.06
Shaw PLC,4,35017.7
Johnson-Gray,4,38035.62
Group Moore,4,38189.93
Sons and Fernandez,4,30409.37
LLC Woods,4,30364.45
Group Bailey,4,18053.76
Group Santana,4,22049.58
Group Lawson,4,25548.75
Fisher PLC,4,27338.21
Foster LLC,4,23407.66
PLC Carey,4,6008.0
LLC Ryan,4,29244.38
Morton Inc,4,31468.61
Shaw Group,4,17403.17
Ellis PLC,4,28331.83
Green Group,4,20109.61
Group Kelley,4,30925.06
Jackson-Thomas,4,20454.03
Gordon LLC,4,34715.12
Warren PLC,4,41308.84
Group Torres,4,23274.59
Stewart Ltd,4,15240.65
PLC Hughes,4,25562.74
Cunningham LLC,4,24505.35
PLC Evans,4,22978.51
Bishop Ltd,4,18595.03
Group Harper,4,26517.57
Group Cruz,4,37016.92
Hall-Taylor,4,36727.01
Sons and Sanchez,4,25246.85
PLC Myers,4,37552.57
LLC Tate,4,7401.94
Pham Ltd,4,29799.71
Ltd Nguyen,4,30000.18
Burke Group,4,25123.92
PLC Cox,4,28443.21
Sons and Martinez,4,20191.38
Miller and Sons,4,31516.99
and Sons Wright,4,24571.51
Hoover LLC,4,37420.05
and Sons Parker,4,20200.44
Schmidt Ltd,4,18767.58
Evans PLC,4,29350.76
Group Mitchell,4,32764.36
PLC Valdez,4,25237.43
Group Armstrong,4,31161.26
Young-Johnson,4,28961.22
Ltd Cohen,4,39366.34
Harris Ltd,4,31683.46
Gomez Group,4,21695.43
Inc Armstrong,4,16327.93
Myers LLC,4,24045.59
Edwards LLC,4,31278.07
Brennan Inc,4,17440.3
Johnson-Brown,4,27099.52
and Howell Sons,4,16355.45
PLC Flores,4,41711.51
Inc Swanson,4,29889.79
Williams-Hill,4,17482.63
and Alvarez Sons,4,19548.0
Ford PLC,4,27714.03
Wagner PLC,4,20684.6
Castillo PLC,4,15625.0
Bautista Sons and,4,32499.88
Brown-Jones,4,22092.29
Richardson Ltd,4,35402.47
Stevenson LLC,4,29054.38
Brown-Spencer,4,21235.97
Dalton-Davis,4,24210.69
Group Cole,4,29199.96
LLC Barton,4,23647.03
Inc Spencer,4,32518.71
Fuller LLC,4,9955.08
Brown-Brown,4,25902.96
Carroll Inc,4,30157.54
Group Mann,4,21292.78
Inc Chapman,4,16164.0
Baldwin Inc,4,28390.62
Tucker PLC,4,27121.4
LLC Gonzales,4,20795.13
PLC Osborne,4,35912.95
Dixon Group,4,21717.1
Ltd Huff,4,24861.32
Kline Ltd,4,33689.42
PLC Murray,4,17030.77
Campbell PLC,4,17983.07
LLC Mendoza,4,20412.56
Sullivan Ltd,4,26920.49
Jones-Lopez,4,28314.32
Nelson Inc,4,19538.05
Cook PLC,4,25877.28
Ltd Barnes,4,33877.22
Bryant Inc,4,23297.98
Henderson Inc,4,21973.04
Williams-Wilson,4,28822.77
May LLC,4,21161.51
Little Ltd,4,36673.3
Crawford LLC,4,19646.83
LLC Griffin,4,36244.61
Group Butler,4,31512.79
Ltd Patterson,4,37418.13
PLC Barnes,4,28140.22
Ltd Jordan,4,10097.87
Group Yates,4,31509.6
Johnson-Lopez,4,35862.97
West LLC,4,11805.2
Inc Wyatt,4,16888.73
Group Myers,4,19981.01
LLC Cooper,4,27423.41
Mills PLC,4,16202.75
Ltd Mason,4,8052.39
and Pearson Sons,4,36371.62
PLC Fritz,4,34161.95
LLC Moreno,4,10537.44
Rivera Group,4,20553.8
Peters Group,4,32924.12
LLC Coleman,4,36254.5
Inc Rose,4,31261.81
Sons Kelly and,4,26253.59
Hill-Anderson,4,18553.02
Murphy Group,4,33156.77
Group Holmes,4,24530.87
Orozco Ltd,4,14902.84
LLC Rogers,4,18709.44
Bates Ltd,4,29164.83
Ltd Harrison,4,17135.86
and Jackson Sons,4,38154.95
Ltd Young,4,33784.97
Group Grant,4,41014.02
LLC Chavez,4,7485.16
Bryant LLC,4,28651.37
Cox Inc,4,16219.85
Shields LLC,4,21394.5
Torres PLC,4,31095.71
Le PLC,4,36593.46
Group Ward,4,44752.99
Armstrong Group,4,18628.06
Group Dixon,4,5111.52
Velasquez PLC,4,12651.8
Snyder LLC,4,29668.5
Garza Inc,4,30247.95
PLC Vargas,4,15890.21
PLC Jordan,4,36871.43
Inc Black,4,33894.74
Ltd Long,4,30898.74
Johnston Group,4,16302.39
and Elliott Sons,4,22721.25
Stevens Ltd,4,17370.49
Hunter PLC,4,26979.44
Ward LLC,4,30019.09
Santiago Group,4,11347.49
Padilla Sons and,4,25264.61
Perez Ltd,4,21070.01
Smith-Reed,4,24587.04
Christian Inc,4,28209.67
Inc Cortez,4,21607.95
Ltd Davidson,4,21525.91
LLC Henderson,4,35525.85
Weber PLC,4,20613.35
Navarro Group,4,26370.23
LLC Cole,4,16893.84
Garcia-Davis,4,26342.2
Black LLC,4,12060.72
Hamilton Group,4,16898.1
and Sons Wong,4,22434.96
Ltd Bell,4,19840.82
Ruiz Inc,4,24997.83
PLC Hall,4,19347.38
PLC Silva,4,21474.54
Inc Casey,4,29481.4
Inc James,4,40450.25
Ltd Chavez,4,22432.68
PLC Wong,4,16387.56
Olson Group,4,23615.78
Ltd Rogers,4,26938.63
Henry PLC,4,11997.6
Ltd Simmons,4,21367.47
Sutton LLC,4,26074.99
Porter PLC,4,33690.57
Gonzalez-Logan,4,20718.4
Smith-Brown,4,28566.56
Roberts PLC,4,24202.25
Ltd Ray,4,33325.92
Cohen LLC,4,29309.21
LLC Klein,4,11903.88
Ellis Group,4,32894.54
Green Sons and,4,18985.05
Stewart Inc,4,21553.02
PLC Goodman,4,30782.54
LLC Fernandez,4,15508.64
Gill PLC,4,20237.09
Hill Ltd,4,15331.56
Ltd Bryant,4,26494.94
Zimmerman Group,4,32191.28
LLC Palmer,4,38743.47
Wilson Sons and,4,21777.01
Brown-Holmes,4,22545.79
Wallace Ltd,4,41293.3
LLC Harper,4,26220.64
and Sons Scott,4,27394.8
Flores Ltd,4,21593.41
Bryant Sons and,4,38556.57
Group Richardson,4,23433.95
PLC Ramsey,4,36899.8
and Sons Lewis,4,25849.37
Ibarra Group,4,22850.94
Ltd Torres,4,15978.1
Edwards Group,4,23549.41
Inc Reid,4,34340.91
Davis and Sons,4,34292.18
Group Hansen,4,21456.49
Moreno Ltd,4,17801.97
Ltd Navarro,4,38436.13
and Thomas Sons,4,20505.17
Jones-Johnson,4,28110.49
Inc Stewart,4,21214.5
Henderson Ltd,4,19109.93
Roberts LLC,4,18354.64
Little LLC,4,15225.72
Gill Ltd,4,28308.7
Smith-Perez,4,17279.25
Young and Sons,4,24926.66
Knight PLC,4,33349.04
LLC Lucas,4,29109.55
Long PLC,4,23742.84
Perez-Smith,4,24271.44
Day LLC,4,35595.71
Inc Daniels,4,26962.16
Turner Inc,4,29969.52
Reed Sons and,4,26869.43
Ltd Robinson,4,31120.82
Group Burns,4,35591.84
LLC Marshall,4,21662.44
Flores Inc,4,34538.5
LLC Elliott,4,33482.92
Group Gutierrez,4,23360.94
Simmons Inc,4,10069.95
Ltd Olson,4,32763.59
Mendoza Ltd,4,22119.58
PLC Watkins,4,17575.85
Sanders PLC,4,16374.7
Wells Group,4,34726.16
Ltd Gates,4,27984.78
Benson PLC,4,22875.01
Ltd Maldonado,4,14763.1
Bell Group,4,15565.38
and Brown Sons,4,26273.27
Ltd Vargas,4,31995.62
Freeman Group,4,22786.92
Martinez-Davis,4,18764.6
LLC Nguyen,4,19771.57
Hall Sons and,4,28414.85
LLC Maldonado,4,24690.54
Green-Brown,4,37657.61
LLC Hayes,4,22735.16
Lane LLC,4,18703.08
Navarro LLC,4,37239.67
LLC Peterson,4,22195.19
King Group,4,35697.07
Williams-Edwards,4,24578.17
Group Foster,4,16561.11
Ltd Castillo,4,27513.97
James PLC,4,28413.58
PLC Norton,4,24409.12
Aguirre LLC,4,28355.82
Martin-Williams,4,22089.36
PLC Gordon,4,26456.75
Sons and Schaefer,3,27310.97
King-Gonzalez,3,18838.04
Inc Wallace,3,29617.53
Turner Ltd,3,24952.39
Parker-Brown,3,33192.99
Garza PLC,3,19502.68
Knight Ltd,3,23031.85
Simon LLC,3,6345.73
PLC Murphy,3,13582.37
Group Ross,3,28423.23
Sons Cruz and,3,24763.06
Davis-Freeman,3,19728.82
Graham Inc,3,10457.82
Harper Ltd,3,20924.37
Sons Rodriguez and,3,6669.17
Williams-Cook,3,20591.93
Jimenez PLC,3,24027.72
Smith-Gonzales,3,18515.71
LLC Patterson,3,35210.97
Joseph-Young,3,7546.31
Alvarado Inc,3,25766.57
Sons Nguyen and,3,18551.58
Lewis-Foster,3,38502.98
Ltd Cooper,3,13904.39
Lewis and Sons,3,21381.98
and Sons Ward,3,27556.2
Ltd Mckenzie,3,37318.25
Thomas-Hall,3,27817.54
Sons Clark and,3,33426.24
Mcclain and Sons,3,23897.98
Wilkins LLC,3,16868.44
Hebert Inc,3,16908.21
Ltd Sims,3,37563.31
Davis-Moore,3,29775.64
Thompson-Brown,3,8738.55
Group Larson,3,26144.07
Inc Bell,3,35638.51
LLC Wood,3,37552.85
Sons Espinoza and,3,26919.28
James LLC,3,22106.07
Kirby Group,3,20572.49
and Flores Sons,3,6333.71
Woods Group,3,38045.7
Inc Alexander,3,21501.36
Inc Montgomery,3,16422.1
Group Lindsey,3,15981.95
Smith-Mayo,3,29912.05
Jordan and Sons,3,30690.93
Holloway PLC,3,16962.38
Hancock Group,3,25006.04
Murphy-Lopez,3,23620.7
Wilson-Bennett,3,32066.11
Carr Group,3,30150.2
Hardy-Jones,3,5209.41
Inc Weber,3,47726.14
Walsh Ltd,3,33654.66
Deleon PLC,3,25147.29
Ltd Sanders,3,27142.21
PLC Brooks,3,7988.28
Inc Willis,3,26923.72
LLC Baird,3,22071.21
Bush LLC,3,35725.66
Sullivan-Thomas,3,36096.25
Mejia Group,3,29271.84
Ryan Group,3,4702.67
Vang Inc,3,27093.32
Sosa Group,3,15321.65
Gonzales Ltd,3,16060.84
Group Potter,3,27808.92
and Scott Sons,3,23884.1
Smith-Ward,3,13422.35
Lloyd Ltd,3,33516.2
Inc Tyler,3,40957.43
and Sons Walker,3,36442.0
Inc Young,3,14639.4
Bell PLC,3,36031.54
Inc Nguyen,3,5640.11
PLC King,3,40324.04
Group Gomez,3,27650.45
Group Weaver,3,25574.02
Inc Miles,3,27726.88
Fox Group,3,23934.74
Jenkins PLC,3,5291.24
Smith-Stephens,3,29521.73
Sons and Diaz,3,22019.08
and Gutierrez Sons,3,34934.83
Montoya Inc,3,24375.56
Lambert Group,3,25649.5
Ltd Diaz,3,33832.88
Dyer Inc,3,30375.85
PLC Trujillo,3,27101.72
Group Miles,3,16539.5
Sanchez-Thompson,3,25410.07
Willis PLC,3,27318.67
Ltd Acosta,3,19505.36
LLC Pope,3,16765.93
Inc Mullen,3,37721.18
Green Ltd,3,18246.68
Kelley PLC,3,45621.92
Jackson-Hernandez,3,20695.77
Lara Inc,3,30559.22
Garner Ltd,3,19489.34
LLC Downs,3,22185.18
Johnson-Collins,3,31467.86
and Sons Bell,3,37259.11
Ltd Cameron,3,23984.43
Group Fields,3,28743.97
Hall-Smith,3,38470.73
Group Long,3,22324.44
Lyons Inc,3,24127.55
Inc Myers,3,30444.69
Avila Group,3,21311.52
PLC Warren,3,29446.86
Johnson-Dixon,3,42205.17
Lawrence LLC,3,38491.03
Johnson-Nelson,3,10786.54
Campos LLC,3,30915.03
Inc Simpson,3,24077.18
Schmidt-Ford,3,41321.02
Cochran-Harper,3,21296.38
Schroeder Ltd,3,27502.44
Frazier Ltd,3,15452.35
Simon Group,3,29833.3
Sons and Holmes,3,19977.05
Reed-Nelson,3,39981.74
and Coleman Sons,3,16902.9
Inc Nunez,3,31857.5
and Lewis Sons,3,15125.44
King Sons and,3,28150.45
Patel PLC,3,14362.72
Group Gardner,3,9978.49
LLC Kelly,3,39809.82
Barnes LLC,3,28114.1
Foster Group,3,24881.71
Rhodes PLC,3,14398.6
Herman LLC,3,33219.6
and Sons Holmes,3,13738.19
Williams-Robinson,3,21174.68
Ltd Robertson,3,33437.74
Miller-Martinez,3,39159.29
Griffin-Lee,3,14151.36
Inc Boyd,3,25780.45
PLC Charles,3,7531.87
Hubbard PLC,3,8909.29
Davidson LLC,3,37229.0
PLC Harrell,3,34220.09
Blair LLC,3,14914.68
Thomas-Williams,3,31008.4
Beck LLC,3,31563.37
Miller-Brooks,3,28309.3
Clark-Jones,3,21887.87
Young-Montgomery,3,4499.85
Lawson LLC,3,32554.61
Hurst PLC,3,35997.03
Richardson PLC,3,25453.6
Group Dyer,3,36242.51
Schmidt LLC,3,28245.17
Wallace PLC,3,39445.84
Sons and Hill,3,27669.54
Inc Morrow,3,38161.04
Patterson LLC,3,28597.53
Sons and Kramer,3,18492.31
Walsh PLC,3,35931.44
Stone Group,3,13860.01
LLC Sutton,3,39999.31
Miller-Davis,3,24497.45
Callahan LLC,3,13372.36
Ltd Bradley,3,26703.93
White-Phillips,3,32027.48
Morales-Brown,3,19520.35
Blackwell Group,3,4672.76
Patrick Group,3,20291.95
Sons and Murphy,3,33123.58
Tucker Ltd,3,33357.77
Morgan LLC,3,36267.68
Sons and Compton,3,22419.78
Atkins Inc,3,30243.96
Group Graham,3,33485.34
and Tucker Sons,3,21095.62
Serrano and Sons,3,25823.56
PLC Logan,3,31378.22
Wheeler Inc,3,21696.45
PLC Perry,3,40655.19
Ltd Larsen,3,29153.02
Inc Henderson,3,11406.16
Schneider LLC,3,6613.81
and Sons Bishop,3,16743.9
Miller-Moore,3,21105.16
Vasquez Group,3,34867.32
Palmer LLC,3,23955.94
Group Mason,3,43012.6
Group Bauer,3,27813.83
Davis-Brown,3,39303.81
Daniel Ltd,3,22312.72
Ltd Hawkins,3,35328.52
LLC Roman,3,35672.28
Group Parks,3,21043.07
Jenkins Ltd,3,27987.7
PLC Ellis,3,20140.77
Inc Beck,3,18417.22
Schneider Group,3,30124.98
Davis-Alexander,3,37185.53
Inc Patterson,3,29650.54
Martin-Nguyen,3,37951.22
Cobb Inc,3,39793.06
Lawson Ltd,3,17173.83
LLC Boyer,3,46974.84
Acosta Ltd,3,29925.45
Ltd Palmer,3,39593.35
Peters PLC,3,22884.15
Schmidt-Thomas,3,35514.73
Mosley PLC,3,11234.85
Richards Inc,3,16331.89
Cole Group,3,33026.46
Marshall LLC,3,22645.45
Group Carr,3,16843.64
Ltd Bennett,3,11667.45
Higgins Inc,3,24022.8
Ltd Owens,3,40615.01
Ortiz PLC,3,33962.11
Vincent Ltd,3,28305.2
Ltd Atkins,3,30594.21
Sons and Davis,3,20585.09
Hernandez-Thompson,3,22573.76
Wagner LLC,3,45324.37
Kelly PLC,3,22454.2
Lewis-Watson,3,39370.61
Hines LLC,3,26987.37
Moore and Sons,3,29172.42
and Sons Knight,3,37928.94
Davis-Simpson,3,7748.84
and Gross Sons,3,5203.0
Woods Ltd,3,33390.72
Bowman PLC,3,43619.87
Smith-Miller,3,32305.23
Parrish Ltd,3,22993.48
Aguilar Inc,3,10408.42
Torres LLC,3,24698.74
and Mcdonald Sons,3,29922.44
Ltd Stevenson,3,27859.5
Ball Group,3,27570.78
Ltd Webb,3,38702.63
Gray LLC,3,23799.85
Peterson PLC,3,29483.42
Harris-Bailey,3,25042.73
Ltd Butler,3,33466.06
Kelly-Williams,3,28893.74
Castillo-Lewis,3,20802.31
Decker Ltd,3,22943.18
Robinson-Snyder,3,14952.17
Garrett Group,3,10168.66
and Lynch Sons,3,29420.62
Warren LLC,3,20424.47
Group Brooks,3,21521.36
LLC Carroll,3,19328.52
Inc Carroll,3,19462.1
Arnold Inc,3,40426.28
Hatfield-Miller,3,32339.07
Montes Ltd,3,17838.72
Mcdonald LLC,3,42181.99
Lane PLC,3,32163.51
Group Morgan,3,15901.56
Gonzalez-Salazar,3,15757.77
Smith-Griffin,3,34920.1
Group Zuniga,3,32777.68
Padilla PLC,3,29090.18
LLC Douglas,3,12390.65
Wood-Ramos,3,27571.52
PLC Beasley,3,21092.77
Ltd Hill,3,10209.54
Inc Pierce,3,37830.69
and Meadows Sons,3,11689.81
French Ltd,3,26000.2
PLC Sullivan,3,22800.83
Jones-Griffin,3,13287.52
Perez-Morgan,3,25961.29
Ltd Hamilton,3,27233.77
Group King,3,24754.64
Bailey-Jones,3,36636.15
Hunter Ltd,3,31590.03
Inc Bishop,3,13177.71
Gonzales Inc,3,31904.51
Boone Inc,3,28155.63
PLC Curtis,3,22603.08
George LLC,3,40376.0
Sons Hodges and,3,21510.54
LLC Simpson,3,13757.35
Mcdonald PLC,3,26989.98
Riley-Smith,3,29793.33
Group Navarro,3,14855.97
Rivera Ltd,3,29028.84
PLC Bean,3,1889.91
Aguirre Ltd,3,36661.25
Cunningham Inc,3,21839.65
Quinn LLC,3,38394.63
Sons and Chapman,3,28624.9
Henry Sons and,3,18203.62
Mayo Ltd,3,10870.02
Young-Smith,3,16458.72
Group Massey,3,9066.5
Group Ferguson,3,19264.05
Johnson and Sons,3,21270.37
Inc Collins,3,15878.07
Mckinney-Johnson,3,24042.6
Williams-Green,3,12777.73
White-Johnson,3,15707.07
Thompson-Walker,3,8936.83
Fischer Group,3,23614.38
Ltd Aguilar,3,28057.39
Williams-Lopez,3,22398.81
Warren Inc,3,16577.25
Lucas Ltd,3,37050.91
Inc Daniel,3,31525.26
Mckenzie PLC,3,21927.08
Ltd Schmitt,3,40618.4
Jackson-Johnson,3,22752.59
Nelson-Collins,3,5342.97
LLC Barrera,3,38078.7
PLC James,3,15086.08
Graham LLC,3,32290.91
Ltd Kent,3,14715.02
Davis-Simmons,3,22807.94
Inc Mcbride,3,28939.52
Cruz-Smith,3,30576.16
Hoffman and Sons,3,27837.49
Hughes LLC,3,35349.26
and Harris Sons,3,44451.38
LLC Murphy,3,28764.82
Walter Ltd,3,22795.21
Torres and Sons,3,21501.18
Gonzales and Sons,3,33912.28
Jones-Gray,3,33125.61
Inc Soto,3,32668.99
and Murphy Sons,3,35888.29
Inc Thompson,3,31590.02
White-Wilson,3,27342.88
Kelley and Sons,3,8861.4
Ltd Dean,3,27253.7
Webb Ltd,3,14894.15
Anderson-Johnson,3,14024.68
Inc Owen,3,17243.94
Carr Ltd,3,12098.05
Walker-Schneider,3,25496.81
LLC Jimenez,3,23215.52
LLC Tran,3,27509.6
Sons and Moore,3,23350.52
Ltd Green,3,33300.47
Fletcher Ltd,3,39845.03
PLC Hardy,3,19329.65
Oneill Group,3,23383.4
Sons and Torres,3,21087.64
Ltd Griffith,3,40749.45
Cortez LLC,3,30313.82
and Sons Sanchez,3,31576.04
Ltd Weber,3,38870.95
Group Soto,3,19337.39
LLC Phillips,3,14349.79
Foster PLC,3,28034.39
Peterson Inc,3,41465.55
Davidson Inc,3,17101.24
Gutierrez PLC,3,23887.74
Hawkins Ltd,3,18190.77
Smith-Collins,3,11060.04
Ltd Caldwell,3,23961.73
Williams-Leonard,3,37756.92
Group Patterson,3,48518.15
Inc Mclaughlin,3,28468.24
and Sons Osborne,3,25478.26
LLC Hardin,3,37471.45
Collins Ltd,3,43693.21
Inc Steele,3,13901.81
Inc Elliott,3,27557.37
Dawson-Mendoza,3,27561.46
Inc Bauer,3,21758.31
Berry LLC,3,20061.1
Inc Lynch,3,12314.08
Sanders Group,3,12324.36
Ramos PLC,3,19542.78
Inc House,3,8068.85
LLC Cox,3,41071.13
Jones-Moore,3,12734.61
Hunt Group,3,21809.35
PLC Collins,3,27957.42
Hooper PLC,3,26436.79
Fisher LLC,3,13104.44
Inc Fields,3,33474.75
Inc Maldonado,3,9723.31
Group Knight,3,32331.37
PLC Vaughn,3,16885.65
and Lee Sons,3,32760.8
Hill-Wilson,3,43879.44
Garner Inc,3,13801.17
Group Fletcher,3,30296.37
Ortiz Inc,3,14066.05
Flores-Garcia,3,35116.11
Harvey Group,3,8916.32
Gray-Lewis,3,38986.2
Holmes Group,3,29400.08
Becker LLC,3,15997.8
LLC Gordon,3,23372.37
LLC Barrett,3,31817.77
Sons and Rodriguez,3,35535.01
PLC Estrada,3,12772.92
Daniel LLC,3,8639.33
Smith-Butler,3,11893.37
LLC Jenkins,3,23070.79
PLC Torres,3,36000.48
Ltd Mccoy,3,40414.4
Frazier LLC,3,20365.5
Warner Ltd,3,24842.8
Taylor-Powell,3,14441.89
Brown-Evans,3,25709.08
Group Bryant,3,32530.92
Robinson-Allen,3,12685.33
Suarez Group,3,36681.49
Williams-Peters,3,21794.06
Yates Ltd,3,30679.47
Sons Wood and,3,31939.27
Anderson-Silva,3,10574.32
Garcia-Hughes,3,32956.11
PLC Marshall,3,27358.65
Gomez-Mitchell,3,27844.75
Price LLC,3,24256.41
Jimenez Group,3,30058.12
Curtis PLC,3,29483.53
Smith-Carter,3,12963.62
Rogers PLC,3,22110.47
Group Oliver,3,32661.6
Hughes Ltd,3,21225.61
Marsh Ltd,3,39454.47
Group Lucero,3,35684.91
Miller-Harris,3,32586.87
Group Morris,3,14358.63
and Sanchez Sons,3,28518.93
Group Barrett,3,29352.94
and Sons Young,3,31377.81
Bauer Inc,3,21346.57
Sullivan Group,3,36269.74
Flores-Davis,3,30130.63
Combs Sons and,3,4541.56
Group Stokes,3,43023.75
Crane LLC,3,11711.96
Daniels Group,3,16159.26
Reed PLC,3,28829.99
Inc Walsh,3,44096.77
Reynolds Group,3,29534.65
LLC Sparks,3,31893.98
Price-Jackson,3,28366.44
Higgins Group,3,27346.9
Rivera-Scott,3,6033.9
Rodgers LLC,3,25779.74
Camacho LLC,3,35203.3
Giles Ltd,3,42553.81
Sons and Cook,3,33377.87
PLC Duncan,3,30772.97
Sons Acosta and,3,43424.74
and Holland Sons,3,23558.21
and Sons Murphy,3,27408.92
Bailey-Miller,3,31250.51
Ltd Cobb,3,25309.86
LLC Robertson,3,38578.4
Gates Group,3,14589.39
Inc Todd,3,30255.87
Gomez-Spencer,3,28887.16
Silva LLC,3,25003.13
Williams-Hayes,3,43175.92
Inc Herrera,3,12475.5
Ferguson-Johnson,3,14856.71
Inc Mccullough,3,28070.54
Smith-Cox,3,39729.89
Inc Gilbert,3,16883.67
Martin-Rosario,3,34903.33
PLC Richardson,3,41104.05
LLC Olson,3,22973.48
Malone PLC,3,25588.78
Tanner-Cox,3,16557.03
Inc Castillo,3,25206.95
Porter Ltd,3,39359.33
Jones-Henry,3,20545.09
Phelps Group,3,24022.48
Walker-Smith,3,42482.16
Morris Ltd,3,24062.11
Newman LLC,3,34261.33
Graham Group,3,37361.78
Wong LLC,3,25317.89
Henry LLC,3,25565.6
Taylor-Jones,3,17769.95
Ltd Tran,3,34829.87
Ware Inc,3,31437.23
LLC Gardner,3,31560.64
Group Kelly,3,18318.6
Miller-Young,3,37177.77
LLC Black,3,24078.55
Rodriguez-Burke,3,33340.82
Peterson Group,3,34399.54
Gomez PLC,3,16752.35
Ltd Sanchez,3,30518.32
Garcia-Allen,3,13572.53
Inc Fowler,3,29027.79
Barton LLC,3,22395.99
PLC Montoya,3,9682.63
PLC Todd,3,4816.08
Dixon-Smith,3,11030.0
Simpson Inc,3,27824.47
Coleman Ltd,3,26857.01
Inc Medina,3,24112.2
Cooper Ltd,3,29712.81
Hudson Inc,3,15807.25
Jarvis Inc,3,21823.42
Warner LLC,3,15267.4
Stevens PLC,3,34343.54
Gill Inc,3,18902.74
Henson-Smith,3,41390.52
Gardner Group,3,26034.78
Ltd Salas,3,38310.84
Acosta Group,3,39634.27
LLC Sanford,3,39245.93
Sons and Prince,3,35397.55
Kelly Inc,3,25298.42
Barnes Ltd,3,25200.59
Jones-Hernandez,3,22388.43
Ferguson Ltd,3,31428.41
and Martin Sons,3,28453.16
PLC Kim,3,31387.05
PLC Stone,3,18293.73
Group Daugherty,3,20649.77
LLC Kirby,3,21954.38
Inc Valenzuela,3,22617.41
Group Atkins,3,25891.63
Dean PLC,3,26910.16
and Wang Sons,3,32180.72
Sanders LLC,3,29340.11
Stephens Inc,3,25084.36
Sons and Marshall,3,12033.78
Smith-Jones,3,25769.56
Ltd Ross,3,15031.72
Klein Group,3,45724.67
and Norris Sons,3,17595.33
Wilson-White,3,22590.76
PLC Duran,3,34150.06
Ellison and Sons,3,39167.12
and Nelson Sons,3,29480.3
Ramirez-Robinson,3,32246.33
Bennett Group,3,29888.97
Inc Hicks,3,24856.35
Ltd Hardy,3,36774.29
Adams and Sons,3,38225.28
Washington PLC,3,8927.81
PLC Weaver,3,26773.44
Potter Inc,3,18530.1
Ltd Carrillo,3,19186.28
and Meyer Sons,3,16708.7
Williams-Cole,3,26998.73
LLC Morris,3,22530.51
LLC Campbell,3,31633.7
Cunningham Ltd,3,28112.17
Long-Lee,3,29511.53
Lowe LLC,3,22454.35
Group Parker,3,29035.28
Ltd Henderson,3,21566.54
LLC Fox,3,26348.61
Brown-Jackson,3,16029.72
PLC Mendoza,3,30306.4
and Anderson Sons,3,27065.49
Hudson Group,3,42271.01
PLC Mills,3,14812.8
Stevens Group,3,12075.79
Sanders Ltd,3,9803.65
Dominguez PLC,3,20655.06
Inc Stephens,3,7994.53
PLC Conrad,3,30250.68
Sons Harrison and,3,26692.83
and Aguilar Sons,3,30895.61
and Hopkins Sons,3,12393.77
Thompson-Rodriguez,3,34872.01
Wiggins Inc,3,33910.22
Inc Navarro,3,31340.68
George-Smith,3,16099.39
Flores and Sons,3,32079.6
Sons and Bradford,3,20540.38
